,Wavelength,Corrected_Intensity
303,628.3,135.4878075415507
304,629.1,144.25939511231513
305,629.8,154.33588968781592
306,630.6,166.02471280826052
307,631.3,179.7054281536129
308,632.1,195.84407987247252
309,632.8,215.00441072121794
310,633.6,237.85861327100014
311,634.3,265.19657581532306
312,635.1,297.9313905945175
313,635.8,337.09990570621017
314,636.6,383.856720590658
315,637.3,439.4587691043015
316,638.1,505.24118200961914
317,638.8,582.5803015278595
318,639.6,672.8474703342006
319,640.3,777.3481184885026
320,641.1,897.2516103498692
321,641.8,1033.5084344154325
322,642.6,1186.7643961192184
323,643.3,1357.2699313947742
324,644.1,1544.7926690293696
325,644.8,1748.5386808000023
326,645.6,1967.087135168733
327,646.3,2198.34949927354
328,647.1,2439.552339903953
329,647.8,2687.255547225949
330,648.6,2937.4044684875416
331,649.3,3185.4199106138926
332,650.1,3426.3250349048703
333,650.8,3654.902779229847
334,651.6,3865.880514337442
335,652.3,4054.1314032089394
336,653.1,4214.883134526918
337,653.8,4343.9215747480675
338,654.6,4437.775694343441
339,655.3,4493.875320653217
340,656.1,4510.669792479859
341,656.8,4487.7011702221735
342,657.6,4425.624762413043
343,658.3,4326.177834782226
344,659.1,4192.097482165973
345,659.8,4026.994962441987
346,660.6,3835.192027061548
347,661.3,3621.530198118442
348,662.1,3391.1666847051906
349,662.9,3149.3653224457366
350,663.6,2901.3004396043366
351,664.4,2651.8758876135103
352,665.1,2405.573386217237
353,665.9,2166.33313615491
354,666.6,1937.4708237072948
355,667.4,1721.6331933917338
356,668.1,1520.786399678102
357,668.9,1336.2376539562713
358,669.6,1168.6809067829965
359,670.4,1018.2643484008684
360,671.2,884.6710095205964
361,671.9,767.2065843734927
362,672.7,664.8886599665865
363,673.4,576.532206293919
364,674.2,500.8283292992025
365,674.9,436.41345369473464
366,675.7,381.92548451162975
367,676.5,336.05030072513443
368,677.2,297.55442299262654
369,678.0,265.3079790820232
370,678.7,238.29759217076767
371,679.5,215.6313170694289
372,680.2,196.53766319888825
373,681.0,180.3600168649297
374,681.8,166.5460785607132
375,682.5,154.63842111236542
376,683.3,144.26095523339154
377,684.0,135.10594429572933
378,684.8,126.91963896651924
379,685.5,119.49130049563273
380,686.3,112.66528206885718
381,687.1,106.37840914737669
382,687.8,100.59592310791346
383,688.6,95.25974653191561
384,689.3,90.26380593491729
385,690.1,85.5200997157175
386,690.8,80.98595761177428
387,691.6,76.63793209543412
388,692.4,72.46056740897565
389,693.1,68.44259855461874
390,693.9,64.57616057332164
391,694.6,60.8563334462497
392,695.4,57.27989314740609
393,696.1,53.845023117100276
394,696.9,50.55149575414
395,697.7,47.399808255141906
396,698.4,44.391461914856166
397,699.2,41.52828109438233
398,699.9,38.81289956740697
399,700.7,36.247619358282385
400,701.4,33.83414124108013
401,702.2,31.573924518224867
402,703.0,29.467660672214606
403,703.7,27.515425599890065
404,704.5,25.716067909966775
405,705.2,24.06703949431966
406,706.0,22.56392430355365
407,706.8,21.201163073790436
408,707.5,19.971832929561238
409,708.3,18.867690718392414
410,709.1,17.87903363656863
411,709.9,16.994906419417447
412,710.7,16.203830535704544
413,711.5,15.493357630021258
414,712.3,14.851034983342567
415,713.1,14.264300230474692
416,713.9,13.720959624475292
417,714.7,13.209964584120918
418,715.5,12.72100530769327
419,716.3,12.245995497103038
420,717.1,11.778102078701762
421,717.9,11.31253237885344
422,718.7,10.845633363265936
423,719.5,10.376427275488929
424,720.3,9.905960013558882
425,721.1,9.4370025384357
426,721.9,8.973312237712317
427,722.7,8.519802229458584
428,723.5,8.08247103713468
429,724.3,7.66742138805116
430,725.1,7.281339258249205
431,725.9,6.929879845353561
432,726.7,6.618490241168388
433,727.4,6.351686787759721
434,728.2,6.132684237080003
435,729.0,5.963542201184474
436,729.8,5.844491502206637
437,730.6,5.774587772856457
438,731.4,5.751370777647967
439,732.2,5.770806434610747
440,733.0,5.827911571594681
441,733.8,5.91640525129243
442,734.6,6.030035323191254
443,735.4,6.160966834525874
444,736.2,6.301937803175943
445,737.0,6.444743408137517
446,737.8,6.582033962601558
447,738.6,6.707265886066515
448,739.4,6.813888420297443
449,740.2,6.896598926228402
450,741.0,6.950849873334411
451,741.8,6.973915153852669
452,742.6,6.963680133255416
453,743.4,6.919991109588999
454,744.2,6.843590000544114
455,745.0,6.737335226813134
456,745.8,6.604727032919939
457,746.6,6.450597035573554
458,747.3,6.280799087771911
459,748.1,6.1022274582250695
460,748.9,5.92232666255754
461,749.7,5.748524226370342
462,750.5,5.5889994755526
463,751.3,5.450776156241279
464,752.1,5.341357046234675
465,752.9,5.266656801486415
466,753.7,5.2319176065397555
467,754.5,5.240612163734194
468,755.3,5.295101672016383
469,756.1,5.395898856411037
470,756.9,5.541936090891084
471,757.7,5.730258388410505
472,758.5,5.956470081971419
473,759.3,6.21455401335573
474,760.1,6.497492305692032
475,760.9,6.796812505721927
476,761.7,7.1036895866127425
477,762.5,7.408521049613303
478,763.3,7.70186761266106
479,764.1,7.974636509382612
480,764.9,8.21829192507353
481,765.7,8.425328826415269
482,766.5,8.589361835356378
483,767.2,8.705486318420299
484,768.0,8.770112850589104
485,768.8,8.781211580116654
486,769.6,8.73851503837856
487,770.4,8.643653964039752
488,771.2,8.499275353288049
489,772.0,8.308964758238837
490,772.8,8.077676907288163
491,773.6,7.811319722512093
492,774.4,7.516257169608597
493,775.2,7.199426251030634
494,776.0,6.867630119517852
495,776.8,6.527982894868645
496,777.6,6.187054271488808
497,778.4,5.851280512295577
498,779.2,5.525980482121106
499,780.0,5.216171175727643
500,780.8,4.9259385190227505
501,781.6,4.658947943385078
502,782.4,4.417718321263212
503,783.2,4.204055246808376
504,784.0,4.018888791534385
505,784.8,3.8625053331933112
506,785.6,3.734518186389788
507,786.4,3.6339392399957577
508,787.1,3.5592556504515325
509,787.9,3.508508043853224
510,788.7,3.479379435341484
511,789.5,3.469226180869513
512,790.3,3.475260326479392
513,791.1,3.4943821100841403
514,791.9,3.523514286275905
515,792.7,3.559497320655895
516,793.5,3.5991822160612266
517,794.3,3.639485754889299
518,795.1,3.6774464791951615
519,795.9,3.7101011243525885
520,796.7,3.735314811215341
521,797.5,3.7509240662423378
522,798.3,3.7550326586659644
523,799.1,3.745678868499731
524,799.9,3.7222889383213147
525,800.7,3.6841616805764628
526,801.5,3.6316532936758636
527,802.3,3.5648943802283526
528,803.1,3.4849162211542417
529,803.9,3.3932190139417426
530,804.7,3.2916065414406686
531,805.5,3.18251935605324
532,806.3,3.068201779441394
533,807.0,2.9516350084769463
534,807.8,2.83513213793981
535,808.6,2.7218436686198433
536,809.4,2.614430166066537
537,810.2,2.515889417287885
538,811.0,2.4288963646353245
539,811.8,2.3558567960433785
540,812.6,2.299120776166351
541,813.4,2.260861661695274
542,814.2,2.242973179432733
543,815.0,2.2470913154549486
544,815.8,2.274559567715244
545,816.6,2.3265340749365047
546,817.4,2.4036537251542924
547,818.2,2.506068672020071
548,819.0,2.633672545951658
549,819.8,2.7857063701761033
550,820.6,2.9611167974916097
551,821.4,3.15816558383448
552,822.2,3.374515977417478
553,823.0,3.607259979530137
554,823.8,3.853024512992424
555,824.6,4.107983327170548
556,825.4,4.367922211588974
557,826.2,4.628110796331007
558,826.9,4.884255873547579
559,827.7,5.131661868596638
560,828.5,5.365748642293301
561,829.3,5.582266036992158
562,830.1,5.777355522969055
563,830.9,5.947678472152923
564,831.7,6.090402377389699
565,832.6,6.203652207364614
566,833.4,6.2861235297066145
567,834.3,6.337352168127532
568,835.2,6.357476622145979
569,836.0,6.347699822466488
570,836.9,6.3098841317781
571,837.8,6.2464755693840335
572,838.6,6.160388490093794
573,839.5,6.055076855243833
574,840.4,5.934296087484762
575,841.2,5.801957998730296
576,842.1,5.662047611648149
577,843.0,5.518225455752949
578,843.8,5.374008790648814
579,844.7,5.23243459174025
580,845.5,5.095981997888525
581,846.4,4.966493667461576
582,847.3,4.8451290310283905
583,848.1,4.732144660304625
584,849.0,4.627568964688868
585,849.9,4.530215773470047
586,850.7,4.438534615975125
587,851.6,4.3505068847446395
588,852.5,4.263846859374071
589,853.3,4.175945889801163
590,854.2,4.084323102561166
591,855.0,3.986602697000771
592,855.9,3.8807366023036862
593,856.8,3.7650355482873534
594,857.6,3.638472330213241
595,858.5,3.50046106881964
596,859.4,3.351088740983479
597,860.2,3.1910443702462645
598,861.1,3.0215754703175133
599,862.0,2.84441314913776
600,862.8,2.661673205156897
601,863.7,2.4756572344843932
602,864.6,2.2888149555275352
603,865.4,2.103980988195265
604,866.3,1.9236459841303724
605,867.1,1.7500176413543933
606,868.0,1.5849335127161788
607,868.9,1.4300074910813791
608,869.7,1.2864515829701528
609,870.6,1.155167511223763
610,871.5,1.0365518708351904
611,872.3,0.9307253608058526
612,873.2,0.837232053078793
613,874.1,0.7555878790268699
614,874.9,0.6850854735762693
615,875.8,0.6249152886630112
616,876.6,0.573870312431553
617,877.5,0.5306977182861641
618,878.4,0.4942355865822989
619,879.2,0.4634869265842141
620,880.1,0.43727045385845165
621,881.0,0.4146596865012675
622,881.8,0.3947675777680614
623,882.7,0.3768686264097504
624,883.6,0.3603310262264652
625,884.4,0.34466586261657917
626,885.3,0.3293773624618249
627,886.2,0.31423168592572803
628,887.0,0.2991337624690355
629,887.9,0.28387503746112536
630,888.7,0.2684394860179956
631,889.6,0.2529202532620968
632,890.5,0.23729540647854408
633,891.3,0.22189464755489685
634,892.2,0.20682104233565424
635,893.1,0.1923132441065337
636,893.9,0.17860808326456187
637,894.8,0.16599659575242567
638,895.7,0.15478185583288098
639,896.5,0.14504045744566021
640,897.4,0.1369797691002738
641,898.2,0.1307733573892292
642,899.1,0.1265558604964581
643,900.0,0.12441894370335844
